iso3,indicator_id,value,year,source_id
ERI,henley_visa_free,38,2026,HENLEY-2026
IRN,henley_visa_free,38,2026,HENLEY-2026
PSE,henley_visa_free,38,2026,HENLEY-2026
BGD,henley_visa_free,36,2026,HENLEY-2026
NPL,henley_visa_free,35,2026,HENLEY-2026
PRK,henley_visa_free,35,2026,HENLEY-2026
SOM,henley_visa_free,32,2026,HENLEY-2026
PAK,henley_visa_free,31,2026,HENLEY-2026
YEM,henley_visa_free,31,2026,HENLEY-2026
IRQ,henley_visa_free,29,2026,HENLEY-2026
SYR,henley_visa_free,26,2026,HENLEY-2026
AFG,henley_visa_free,23,2026,HENLEY-2026
